Product ID,SKU ,Category ,Sub Category,Product Name ,Brand,List Price,Standard Cost ,Product Status,supplier name,launch_date 
P00191,SKU00191,SPORTS,cycling,NORTHSTAR ROADKIT 2,Northstar,181.66, 126.87,seasonal,PRIME  TRADERS,2024-08-16 00:00:00
p00192,SKU00192,	 Sports,Cycling,Vertex RoadKit 3  , ,945.27,745.57,active,Nova Source,2022-01-09 00:00:00
P00193,SKU00193,SPORTS,	 Cycling   ,northstar  wheelmate  1      ,Northstar   , 1103.93,829.87,  Active,Delta Goods   ,2024-07-25
P00194,SKU00194, sports ,cycling,Vivid WheelMate 2,  Vivid   ,-426.64,187.18,Active   ,Alpha Supply,"Jun 25, 2022"
P00195,SKU00195,Sports,Cycling,Nimbus WheelMate 3,  NiMbUs,$1127.17,849.23,Seasonal,DELTA GOODS,04/23/2023
 P00196 , SKU00196 ,Beauty,Skincare,  Nimbus Glowserum 1  , Nimbus,"1,485.81",826.57,Seasonal,  Beta Wholesale,17/07/2024
p00197,sku00197,beauty,Skincare,Vivid GlowSerum 2,VIVID ,561.17,414.26 ,  Active, Nova Source, 2021-06-03 
p00198,SKU00198,Beauty  ,Skincare,BlueRiver GlowSerum 3,  BlueRiver,514.5,USD 419.51,  Active,gamma imports,"Apr 18, 2020"
PO0199,SKU00199,Beauty ,skincare,Zenith PureClean 1,zenith   ,1288.33,727.26,SEASONAL,Gamma Imports   ,10/02/2023
p00200,SKU00200,Beauty, SKINCARE,Orbit PureClean 2,ORBIT,1127.55,820.03 ,seasonal,gamma imports,27-Jul-2023 UTC
p00201,sku00201,beauty  ,Skincare  ,TrueLine PureClean 3,TrueLine,159.17,127.54,AcTiVe   ,prime traders,00/00/0000
P00202,SKU00202,Beauty   ,Skincare,TrueLine NightRepair 1 ,  TrueLine ,760.35,580.32,AcTiVe   ,nova source ,10/17/2021
P00203,SKU00203,Beauty,Skincare,BlueRiver NightRepair 2,BlueRiver,483.47,385.69,Seasonal   ,  NOVA SOURCE," Jun 16, 2023 "
P00204,SKU00204,    Beauty, SkInCaRe,Trueline Nightrepair 3,Trueline,586.86,USD 208.58,  seasonal,Prime Traders,06/04/2023
P00205,SKU00205,Beauty  ,  Skincare,NORTHSTAR SUNSHIELD 1   ,NORTHSTAR,1358.55,USD 537.50,DISCONTINUED   ,  ALPHA  SUPPLY,2024/04/17 00:00
P00206, ,Beauty   ,Skincare ,zenith sunshield 2   , Zenith   ,error, 397.97,Discontinued   ,null,25.10.2024
P00207,SKU00207,beauty  ,Skincare,Orbit SunShield 3,orbit,1426.16,908.06,SEASONAL   ,Gamma  Imports,04/08/2020
P00208,SKU00208, Beauty,Skincare,  Sierra AquaMist 1,  Sierra,$949.60,$545.28,Discontinued, Gamma Imports  ,08-Nov-2022
P00209, SKU00209 , beauty ,Skincare,orbit aquamist 2,  ORBIT,443.35,228.03,Discontinued,Delta Goods, 14/09/2024 
 P00210 ,SKU00210,Beauty,Skincare,BlueRiver AquaMist 3, BlueRiver,1010.42,733.75,N/A,Beta Wholesale,2023-08-24 00:00:00
P00211,SKU00211,Beauty  ,Haircare   ,Luma SilkShampoo 1,Luma,1188.41,885.14,Seasonal   ,Gamma Imports,  
p00212,SKU00212,Beauty      ,missing, Everly SilkShampoo 2,EVERLY      ,141.35,84.42,Discontinued,Delta Goods  ,2020-07-20 00:00:00
P00213,SKU00213,	  Beauty, Haircare,PrimeCo SilkShampoo 3,PrimeCo,91.05 ,$-56.88,	 active,  Alpha Supply ,11-Mar-2022
P00214,SKU00214,beauty,Haircare,Apex  SmoothOil  1,Apex,665.09 ,$527.98,Discontinued ,Beta Wholesale,2021/09/24 00:00
P00215,SKU00215,Beauty ,Haircare ,Trueline Smoothoil 2,  TrueLine,529.62,216.37,seasonal,Alpha Supply,2024-06-02
P00216,SKU00216,beauty   ,Haircare, Nimbus SmoothOil 3,	Nimbus,218.77, 159.87,ACTIVE  ,prime traders,23-Nov-2021
P00217,sku00217,Beauty,Haircare,	Northstar Curlcream 1,northstar  ,929.24,372.22,active,  Gamma Imports,2021-06-26Z
P00218,SKU00218,	BEAUTY,Haircare,Northstar CurlCream 2 ,Northstar,130.74,91.58,Discontinued  ,ALPHA SUPPLY,2024-06-06 00:00:00
P00219,SKU00219, BeAuTy,Haircare  ,Vertex Curlcream 3,Vertex,USD 113.78,86.58,Discontinued,nova source,2022-10-14 00:00:00
P00220,SKU00220,BEAUTY,Haircare,Zenith DryFix 1,Zenith,1060.83,414.44,  Active ,Beta Wholesale,"Nov 27, 2022"
P00221,SKU00221,Beauty,haircare, Zenith DryFix 2, ZeNiTh,131.83,$111.17,  Active  ,ALPHA SUPPLY   ,01/29/2022
P00222,SKU00222, Beauty,	HAIRCARE,Primeco Dryfix 3,PrimeCo,564.53,302.2,  DISCONTINUED   , GAMMA IMPORTS   ,13/07/2023
p00223,sku00223,Beauty,Haircare,	Vertex FreshRinse 1,vertex,1220.14,1004.94,Discontinued ,Gamma  Imports, 12-May-2024 
P00224,SKU00224,BEAUTY   ,  Haircare,  VIVID FRESHRINSE 2,	Vivid,"1,479.07",1074.82,SEASONAL ,Gamma Imports,08/17/2022
P00225,SKUO0225,Beauty   ,Haircare, Sierra FreshRinse 3,Sierra, 567.51,222.32 ,discontinued, Gamma Imports,11/07/2020
P00226,SKU00226,beauty, Makeup,TRUELINE VELVETLIP 1,TrUeLiNe,1166.83,734.17,Seasonal,Beta  Wholesale,2024-01-16
 P00227 , SKU00227 ,Beauty, Makeup,northstar  velvetlip  2    ,Northstar,639.21 ,513.4,Active ,  GAMMA IMPORTS,04/11/2021
P00228,SKU00228, Beauty,makeup,LUMA VELVETLIP 3,Luma,171.24,102.11,    Seasonal      ,  gamma  imports,09/08/2024
NULL,sku00229, Beauty,  MAKEUP, EVERLY SOFTBLEND 1,everly,21.97,12.84,Seasonal,  Prime Traders, 
P00230,SKU00230,Beauty,  makeup,Nimbus SoftBlend 2,NIMBUS,89.17,36.51,Active,  Nova Source,2020-04-05 00:00:00
P00231, SKU00231 ,  beauty,Makeup  ,  EvErLy sOfTbLeNd 3,Everly,USD 180.70,121.9,Active,  DELTA GOODS,2022/03/20 00:00
PO0232,sku00232,Beauty   ,MAKEUP, ZENITH GLOWBRUSH 1, zenith,"1,120.34",718.9, Active  ,	Beta Wholesale, 01/29/2022 
 P00233 ,sku00233,beauty  ,makeup,Sierra GlowBrush 2,Sierra,1443.45,775.76,  Seasonal ,Nova Source,15/06/2024
P00234,sku00234,Beauty,Makeup,Vertex GlowBrush 3, Vertex   , 432.14,338.93,Discontinued,gamma imports,15.02.2022
P00235,SKU00235,beauty ,  Makeup ,everly eyepop 1, Everly,N/A,282.15,Seasonal  ,Beta Wholesale,06/23/2024
P00236,SKU00236,BEAUTY,Makeup  ,Orbit EyePop 2   ,Orbit,23.17,19.35,Seasonal,Beta Wholesale," May 15, 2024 "
P00237,SKU00237,Beauty,	MAKEUP      ,  Primeco Eyepop 3,primeco   ,69.52,55.31, Active   , Nova Source ,27/09/2024
P00238,sku00238,BeAuTy,Makeup ,Luma ToneMatch 1, Luma,$793.91,672.03,Seasonal,Delta Goods ,2022/01/12 00:00
 P00239 ,SKU00239,Beauty,makeup,  Vivid ToneMatch 2, Vivid,null,USD 72.30,Discontinued,Alpha Supply   ,2021/10/15 00:00
P00240,SKU00240,Beauty,Makeup,Northstar ToneMatch 3,NORTHSTAR,1454.11,889.26,Discontinued,GaMmA ImPoRtS,29/12/2020
P00241,SKU00241, grocery,  Snacks  ,everly crunchmix 1   ,everly,945.95,660.15,Active,Gamma Imports,
P00242,SKU00242,Grocery, SNACKS,Nimbus CrunchMix 2,Nimbus,$684.54,454.38,seasonal,ALPHA SUPPLY,17-Dec-2023
P00243,SKU00243,Grocery,Snacks,BlueRiver CrunchMix 3,BlueRiver,878.55,703.35,DISCONTINUED, Alpha Supply,2020/08/13 00:00
PO0244,SKU00244,	Grocery,Snacks  ,  Apex NutBurst 1,	Apex,72.94,$35.78, Active,Gamma Imports,2021/12/22 00:00
p00245,SKU00245,Grocery,  Snacks,PrimeCo  NutBurst  2,PrimeCo,1425.87,1133.75, Active,nova source,2022-12-09 00:00:00
P00246,sku00246,grocery,  snacks   ,Luma NutBurst 3,Luma,686.21,452.94,Discontinued,Prime Traders,07.02.2021
P00247, SKU00247 , Grocery,Snacks,VERTEX GRANOLABITE 1  , Vertex,419.68,186.36,  Seasonal,Beta Wholesale,04/27/2020
P00248,SKUO0248,Grocery   ,Snacks,  URBANPEAK GRANOLABITE 2,UrbanPeak,698.23,367.74,    SEASONAL,  alpha supply,"Jun 10, 2022"
P00249,SKU00249,Grocery,Snacks,SIERRA GRANOLABITE 3   ,Sierra,877.57,341.26,Discontinued,None,26-Nov-2022
P00250, SKU00250 ,  Grocery,snacks,Northstar Chococrisp 1,Northstar,1461.72,USD 1232.38,ACTIVE,Delta Goods,27/02/2020
P00251,sku00251,Grocery,Snacks,NIMBUS CHOCOCRISP 2  ,NIMBUS,"1,048.75",648.18,Active,Nova Source,02-Dec-2024
P00252,SKU00252,Grocery, Snacks  ,Zenith Chococrisp 3,ZENITH,467.74,354.03,  SEASONAL,Delta Goods,"Aug 27, 2022Z"
p00253,SKU00253,  grocery   ,Snacks,Zenith SaltTwist 1,Zenith,1028.67, 443.67,Active, Gamma Imports,09/03/2021
P00254,sku00254,Grocery   ,Snacks, Northstar SaltTwist 2   ,northstar, 1366.84,?,Active,ALPHA SUPPLY,2020-04-27
PO0255,SKU00255,Grocery,Snacks,  vivid salttwist 3,Vivid, 1424.95,"1,015.79",Discontinued    ,Alpha Supply,2024-01-27 +05:00
P00256,SKU00256, Grocery,Beverages,TrueLine HerbalTea 1 ,  trueline,922.06,515.54,  SEASONAL  ,	Gamma Imports,?
P00257,SKU00257,GrOcErY, Beverages   ,vertex herbaltea 2,VeRtEx,1399.43,$1095.80,  DiScOnTiNuEd,beta wholesale,2022-11-09 00:00:00 UTC
P00258,SKUO0258,Grocery,Beverages,Vertex HerbalTea 3,Vertex   ,72.60 ,26.37,Active,  alpha supply,"Jun 08, 2020"
P00259,sku00259,Grocery,BEVERAGES,  EVERLY SPARKSIP 1,Everly,567.81,USD 428.85,Discontinued,Prime Traders,2022-05-30 00:00:00
P00260,N/A,Grocery  ,  BeVeRaGeS,Zenith Sparksip 2  ,  ,1480.98,629.73,active,Nova Source,26.03.2021
P00261,SKUO0261,GROCERY,  beverages,  Zenith Sparksip 3,Zenith,$893.23,482.74,Discontinued   ,Nova Source,2024-10-20 00:00:00
P00262,SKU00262,grocery,Beverages,  Orbit BeanRoast 1,orbit,1455.02, 1121.91,Seasonal,  ,2021-07-10
P00263,sku00263,Grocery  ,Beverages,  Orbit BeanRoast 2,Orbit,"1,258.30",735.28 ,seasonal   ,  Gamma Imports   ,2024/09/29 00:00
P00264, SKU00264 ,grocery ,BEVERAGES,nimbus beanroast 3,Nimbus,625.16,304.27,Discontinued   ,Delta Goods,07-Feb-2020
P00265,SKU00265,  Grocery  ,BEVERAGES  ,  PuLsE FrEsHjUiCe 1,Pulse,89.28,69.85,  Seasonal,NOVA SOURCE,24.01.2020
P00266,SKU00266,Grocery   ,BEVERAGES   ,ZENITH FRESHJUICE 2,zenith   ,$1220.29,1037.07,  Discontinued , ,"Feb 01, 2023"
PO0267,SKU00267,  GROCERY,Beverages,TrueLine FreshJuice 3,TrueLine ,1494.97,$938.42,  seasonal, Alpha Supply, 11/06/2024Z 
P00268,SKUO0268,grocery,    Beverages,VERTEX ELECTROFIZZ 1, Vertex   ,1154.64,949.56, Active,Gamma Imports  ,2021/02/13 00:00
P00269,SKU00269,  GROCERY,beverages,Vivid ElectroFizz 2 , Vivid   ,$1275.22,604.04,active,unknown,25-May-2022
p00270,sku00270,GROCERY,Beverages,  Pulse ElectroFizz 3,PULSE,678.56 ,281.32,Active ,Nova Source,07/29/2024
P00271,SKU00271,Grocery,  STAPLES,Zenith RiceGold 1,Zenith   ,1431.31 ,934.77,discontinued,Delta Goods,12.11.2020
P00272,sku00272,Grocery,  Staples,Apex Ricegold 2,  Apex,346.82,237.87,Active  ,unknown,"Aug 02, 2020"
P00273,SKU00273,  GROCERY,staples,Sierra RiceGold 3,  SIERRA ,929.1,491.57,DISCONTINUED,Prime Traders,2024-08-05
 P00274 ,sku00274,  Grocery,Staples,Pulse PastaPrime 1,	Pulse,USD 174.77,USD 119.85,  Discontinued,Gamma Imports,2022-05-12 00:00:00
 P00275 ,SKU00275,Grocery,  Staples,Pulse PastaPrime 2,N/A,782.86,USD 576.31,Seasonal,NOVA SOURCE,missing
P00276,SKU00276,grocery,  Staples,Vivid Pastaprime 3 ,Vivid   ,782.64,  ,seasonal  ,Prime Traders,"May 31, 2023"
P00277,sku00277,  GROCERY, Staples,  Pulse  OlivePure  1,  Pulse,830.1,523.35,ACTIVE,Beta Wholesale,"Oct 09, 2023"
p00278,sku00278,  Grocery   ,Staples  , Everly Olivepure 2,  Everly,NA,$725.87,Active, BeTa wHoLeSaLe,2022-01-31
P00279,SKU00279,  Grocery,STAPLES,Pulse OlivePure 3   ,  Pulse,205.35,74.83,Seasonal  ,Prime Traders,06-Nov-2021
P00280, SKU00280 ,grocery, STAPLES,Nimbus HoneyDrop 1,Nimbus,1133.93,748.57,Discontinued   ,Prime  Traders, 2024/11/21 00:00 
P00281,SKU00281,GrOcErY,Staples   ,VIVID HONEYDROP 2,VIVID,1057.6,482.78,  ACTIVE,nova source   , 
P00282,SKU00282,Grocery   ,STAPLES,VIVID HONEYDROP 3,VIVID,-208.88 ,74.63,Discontinued,BETA WHOLESALE, 2020/01/17 00:00 
P00283,SKU00283,	 grocery,Staples,  ORBIT SPICETRAIL 1, Orbit,529.13,341.27,  Active  ,Gamma Imports,2022/12/25 00:00 +05:00
P00284,SKU00284,Grocery,NA,VIVID SPICETRAIL 2,Vivid,USD 591.40,336.35 ,Discontinued,  Delta Goods,08/09/2023
P00285,SKU00285,Grocery,staples  ,PRIMECO SPICETRAIL 3   ,PrimeCo,1356.72,711.09,discontinued,Nova Source ,2022-08-06
P00286,SKU00286,	Office  ,Stationery,Vivid InkFlow 1 ,Vivid  , 773.41,573.74,  ACTIVE,Nova Source  , 06.04.2022 
P00287,SKU00287, Office,Stationery,Orbit InkFlow 2  ,Orbit,597.83,395.19,Active,n/a, 2024/11/22 00:00 
P00288,SKU00288,  Office,STATIONERY, Luma InkFlow 3,    luma    ,1294.23,$1067.43,Active,Nova Source,00/00/0000
P00289,SKU00289,Office,stationery ,BlueRiver NoteNest 1,BlueRiver   ,224.87,182.89,Discontinued,NULL,NA
p00290,SKU00290,office,Stationery,EVERLY NOTENEST 2,  Everly,$-740.71,354.89,Active,GAMMA IMPORTS,15-May-2023
P00291,SKU00291,office,stationery, Pulse NoteNest 3,pulse,691.41,580.80,Discontinued,Beta Wholesale,06-Jun-2024
P00292,sku00292,OFFICE,Stationery,	PrimeCo  ClipBox  1,PRIMECO,741.46, 381.39,Seasonal,Nova Source  ,12.02.2024
P00293,SKU00293,    OFFICE      ,Stationery  , Northstar ClipBox 2,Northstar,951.93 ,447.48,Discontinued,alpha supply,28-Nov-2022
P00294, SKU00294 ,Office,Stationery,Luma ClipBox 3 ,  Luma , 118.42,49.08,Seasonal,Gamma Imports,"Jul 30, 2022"
P00295,SKU00295,  Office,  STATIONERY,Primeco Markerpro 1  , PrimeCo,196.43,83.67,Active   ,Nova Source,2023-10-07 00:00:00 +05:00
p00296,SKU00296, OFFICE  , Stationery,	 Nimbus MarkerPro 2,NIMBUS,212.55,USD 142.50,Discontinued ,Delta Goods,"Aug 05, 2021"
P00297,sku00297,  Office ,Stationery, vertex markerpro 3,vertex,276.91,144.78,Seasonal,Gamma Imports,2024/08/19 00:00
P00298,SKU00298,office,Stationery,Everly PaperEase 1,	EVERLY,1345.7,789.9,Active,Delta Goods,19/03/2023
P00299,sku00299,Office,Stationery, Nimbus PaperEase 2,Nimbus,"1,003.00",437.47,Seasonal,DELTA GOODS,
p00300,null,Office      ,  Stationery,BlueRiver PaperEase 3   ,BlueRiver, 292.47,108.34,discontinued,alpha supply ,07-Apr-2020
P00301,SKU00301,Office,StOrAgE,Sierra FileCube 1 ,Sierra  ,USD 257.56,126.02 ,Discontinued,Nova Source,2020-10-04 00:00:00
p00302,SKU00302,office      ,    Storage      ,BLUERIVER FILECUBE 2,blueriver,269.63,106.33,    Seasonal,Beta Wholesale   ,2021-05-08 00:00:00
P00303,SKU00303,Office,STORAGE  ,	  northstar filecube 3,Northstar    ,185.35, 107.58,ACTIVE   ,DELTA GOODS,24.07.2024
P00304,SKU00304,Office,  Storage,BlueRiver DeskTray 1   ,BLUERIVER,313.47,166.81,Seasonal,None,2023/09/08 00:00
p00305,SKU00305,  OFFICE,StOrAgE,Orbit DeskTray 2,ORBIT,757.61,-526.69,  Discontinued,Prime Traders,22.05.2023
P00306,SKU00306,OFFICE,STORAGE,Apex Desktray 3,  Apex  ,63.77,47.81,SeAsOnAl   ,DeLtA GoOdS,2020/05/16 00:00
p00307,SKU00307,  office ,  STORAGE ,	  blueriver cablenest 1 ,BlueRiver,$943.71,368.88 ,  Active,Prime Traders, 03.06.2020 
P00308,sku00308,Office,Storage,Northstar CableNest 2,NORTHSTAR,1311.00 ,1062.48, Seasonal,GAMMA IMPORTS, 16.02.2021 
p00309,SKU00309,Office, StOrAgE  , Luma CableNest 3, Luma,96.31,$47.04,seasonal   ,  DeLtA  GoOdS      ,11/20/2024
P00310, SKU00310 ,Office,STORAGE,Sierra LabelRoll 1,sierra ,USD 1210.27,$876.39,Seasonal   ,prime traders ,26-May-2022
P00311,SKU00311,Office,Storage,LUMA LABELROLL 2,LUMA,USD 280.86,127.7,active,Delta Goods,missing
p00312,sku00312,Office,Storage,PRIMECO LABELROLL 3,PRIMECO,558.86,330.99,discontinued,Delta Goods,17-Jul-2020
PO0313,SKU00313,OFFICE   ,StOrAgE,Nimbus MiniSafe 1,Nimbus,929.29,$496.67,  Seasonal,  Beta Wholesale,12-May-2024
 P00314 ,SKU00314,Office    ,Storage, ZeNiTh mInIsAfE 2,ZENITH,696.49,USD 504.07,discontinued,NoVa sOuRcE, 14.06.2022 
P00315,sku00315,Office,storage ,Trueline Minisafe 3,TrueLine,59.84,28.5,Discontinued,Nova Source,25-Nov-2023
 P00316 ,SKU00316,Pet,Dog,Luma BarkBites 1  ,Luma,1071.46,854.6,Active,delta goods,09/05/2024
P00317, SKU00317 ,	Pet   ,Dog,  ,null,769.96,USD 474.34, DiScOnTiNuEd,  ,21.07.2022
 , SKU00318 ,PeT,Dog,northstar barkbites 3  ,Northstar,165.22 ,94.79,Discontinued, Prime Traders,2021-10-11 +05:00
p00319,sku00319,pet,Dog,	Luma PawShampoo 1,Luma   ,801.26,377.58,  Discontinued,gamma imports,2023-07-07 00:00:00
P00320,SKU00320,PeT,Dog ,PrimeCo PawShampoo 2  ,PrimeCo,407.52,219.51,	discontinued,Gamma  Imports,2024-11-30 00:00:00
P00321,SKU00321,Pet ,  Dog   ,Sierra PawShampoo 3,  Sierra,35.01,17.89,Discontinued,GaMmA ImPoRtS,2020-06-04
P00322,SKU00322, Pet,Dog  ,NORTHSTAR CHEWBONE 1  ,northstar,321.11, 164.97,  AcTiVe, Alpha Supply ,NULL
P00323,SKU00323,  PET,Dog,  Orbit  ChewBone  2,    orbit  ,USD 184.04,146.36,  Discontinued,Prime Traders  ,2023-07-07 00:00:00
P00324,SKU00324,  Pet  ,DOG,  Luma ChewBone 3,Luma ,892.42,615.37,DISCONTINUED, gamma imports,2024-05-01 00:00:00
P00325,SKU00325,  Pet,dog ,Luma LeashFlex 1,Luma   ,1184.81,$709.96,Seasonal,Prime Traders,2020/02/01 00:00
P00326,SKU00326,pet,Dog  ,null,  ZeNiTh,134.95,83.47,Active,Alpha Supply,NULL
p00327,SKU00327,Pet, Dog ,TRUELINE LEASHFLEX 3   ,TrueLine,  ,637.68,Seasonal, prime traders,01/08/2021Z
p00328,SKU00328,PET,  Dog,Everly DogBed 1,EVERLY  , 650.33,USD 269.10,Discontinued,Gamma  Imports,"Jan 05, 2021"
P00329,SKU00329,Pet,DOG,northstar dogbed 2,Northstar  ,429.24,228.16,Active  ,Beta Wholesale,07.10.2021
P00330,SKU00330,PeT   , Dog,    EVERLY  DOGBED  3      ,Everly ,970.65,$616.74,DISCONTINUED  ,Nova Source,14.08.2024
P00331,sku00331,  Pet,Cat,Orbit WhiskerTreat 1,Orbit,USD 537.36, 453.13,Discontinued,Beta Wholesale,n/a
P00332,sku00332,PET      ,Cat,Pulse WhiskerTreat 2  ,Pulse,910.63 , 426.73, Seasonal,Nova Source,2023/01/14 00:00
P00333, SKU00333 ,Pet,Cat  ,  TrueLine WhiskerTreat 3   ,TrueLine   ,157.16,?,SEASONAL ,Prime Traders ,2023/07/11 00:00 +05:00
P00334,SKU00334,pet   , Cat,Primeco Catlitter 1,PrimeCo,372.71,160.39,Discontinued,prime traders, 29-Nov-2021 
P00335,SKU00335,PET,CaT,urbanpeak catlitter 2,UrbanPeak  ,283.92,139.84,Discontinued ,  Gamma Imports, 2020-07-23 00:00:00 
p00336,SKU00336,Pet,CaT,Luma CatLitter 3,Luma,264.19,210.92,Active,Nova Source   ,06-Aug-2022
P00337,SKU00337,Pet,cat ,NORTHSTAR FEATHERTOY 1,northstar,$124.95,76.5,Discontinued,NoVa sOuRcE   ,11/07/2023
P00338,SKU00338,Pet,  Cat   ,PULSE FEATHERTOY 2,  pulse ,618.54,520.31,  SEASONAL, Alpha Supply," Jun 02, 2022 "
 P00339 ,SKU00339,Pet,Cat, Vertex FeatherToy 3   ,Vertex, 172.50,94.69,  SEASONAL,DELTA GOODS,01/07/2024
P00340, SKU00340 ,Pet,CaT,nimbus scratchpost 1,nimbus,1454.36,1138.41,Discontinued,  Prime Traders  ,2020-11-24
P00341,SKU00341,Pet , Cat,  NoRtHsTaR ScRaTcHpOsT 2,northstar,1226.52, 587.44,Seasonal,Beta Wholesale ,2021-07-09
P00342,SKU00342,Pet,cat, Luma ScratchPost 3,Luma   , 260.48, 178.25,Seasonal,  NOVA SOURCE,"Aug 01, 2023"
P00343, SKU00343 ,Pet  ,Cat,PRIMECO CATBOWL 1,  PRIMECO,-1394.42,876.23,ACTIVE,PrImE TrAdErS,2023/12/20 00:00 UTC
 P00344 ,SKU00344,PET,Cat,    Vivid  CatBowl  2,vivid   ,ten,421.18 ,  Active,Gamma Imports   ,"Dec 08, 2021"
P00345,SKU00345,Pet,Cat,  LuMa cAtBoWl 3,luma   ,"1,155.39",512.44,DISCONTINUED ,delta goods,09-Jul-2024
