Month ,Region,Category,Sales Target,target margin %
2023-01  ,South,Electronics,84438.41,0.098
2023-01  ,South,HOME,USD 76171.53,0.192
  2023-01  ,SoUtH,  FASHION,175613.27, 0.279 
2023-01,	South   ,SPORTS,"139,444.67",16%
  2023-01,South   ,Beauty,88479.87,0.34
    2023-01    ,South,grocery,139672.76, 0.124 
2023-01,  South,Office,145586.77,0.099
2023-01,South,Pet, 139357.47,0.289
2023-01,East,Electronics    ,63150.61,11.3%
2023-01,East,home,97183.75,0.156
2023-01,East,Fashion,57375.13 ,0.131
2023-01,East,SPORTS,91876.72,0.082
2023-01,EaSt   ,Beauty   , 242489.83, 0.287 
2023-01, East,grocery,161331.72 ,0.338
2023-01,EAST,Office,217676.73,0.325
  2023-01  ,EAST   ,Pet,157439.62,0.197
2023-01,WEST,Electronics ,149392.57, 0.181 
2023-01,WEST,  Home ,99111.67,0.31
2023-01,west    ,Fashion,84377.38,0.195
 2023-01,West, Sports,$83211.30,0.118
2023-01,,beauty,error,0.111
2023-01,West,Grocery,107182.12,0.198
2023-01,west,Office,104134.66 ,zero
  2023-01,west,PET,249993.81,18.0%
2023-01, Central, Electronics,79115.12,0.329
2023-01,None,Home ,78528.73,0.233
unknown,Central,  Fashion,137679.4,0.082
 2023-01,Central   ,sports,?,0.182
    2023-01,  Central,beauty,75823.04, 0.234 
2023-01   ,Central,Grocery ,100600.76,0.259
2023-01, CENTRAL,Office  ,179314.98,0.318
2023-01,Central,Pet,95714.89,0.345
 2023-01,INTERNATIONAL ,Electronics  ,62936.39,0.24
	2023-01, International,Home,30560.94 ,0.238
2023-01,  International   ,FaShIoN,77774.85, 0.332 
2023-01  ,INTERNATIONAL,Sports,$66307.47,0.278
2023-01,INTERNATIONAL,Beauty,249865.68,0.295
  2023-01 ,international,    grocery,30046.82,0.298
2023-01, INTERNATIONAL,OFFICE,"41,294.54",0.331
	2023-01,	International,Pet,201075.97,14.8%
2023-02,North,ElEcTrOnIcS,218718.86,0.086
 2023-02,North ,  home,110038.52,0.135
2023-02,North,Fashion,"119,275.38",0.132
2023-02 ,NORTH,SPORTS,181676.72,0.294
2023-02   ,  North,Beauty,  ,0.227
 2023-02, North,Grocery,"107,647.60",0.343
2023-02   ,North,Office   ,139352.83,19%
2023-02   ,North,pet,$92982.26,0.324
  2023-02,South,electronics,185110.03 ,0.18
  2023-02,South,  home,"229,915.88",error
2023-02,South,Fashion,241371.57,0.205
2023-02,South, sports,USD 170427.85,0.273
2023-02,SOUTH,Beauty,132220.07,14%
2023-02,South,Grocery   ,93363.01 ,0.196
 2023-02,South,office ,151542.05 ,0.248
2023-02, South,  PET   ,USD 178724.73,0.088
  2023-02,NULL,Electronics,32866.59,0.274
  2023-02,East,  Home,"119,596.17", 0.143 
2023-02, East   ,  Fashion,39820.24,0.13
2023-02,East, sports,68266.98, 0.339 
2023-02,EAST,Beauty, 191471.75, 0.34 
  2023-02,East,  Grocery,USD 129117.46,0.279
2023-02  ,east,Office,228292.15,17%
2023-02,East,  PET,106655.39,0.16
2023-02      ,west,Electronics   ,222701.07,0.287
2023-02,  West,home  ,USD 230299.70,0.163
2023-02,west,Fashion  ,187640.28,14%
	  2023-02,west,Sports  ,$194935.97,0.282
2023-02   ,west, beauty , 131630.00, 0.278 
2023-02 ,West,Grocery, 197347.88,0.248
2023-02  ,West,Office,USD 198614.22,10%
2023-02 ,west,Pet, 168659.41, 0.155 
 2023-02  ,  CENTRAL,  Electronics  ,80956.90 ,0.321
 2023-02,  central,Home  ,46252.47,0.158
2023-02,Central,Fashion,198445.04,0.256
2023-02,	CENTRAL,Sports,104895.17,0.118
unknown,central, beauty,136244.53, 0.261 
2023-02,Central   ,GrOcErY,244854.65,35%
2023-02,Central,office  ,222216.52,unknown
	2023-02   ,CENTRAL ,,USD 135222.83,0.32
2023-02,International,electronics , 199285.77,0.232
2023-02,International,HOME,$148738.65,0.185
2023-02 ,international, Fashion,73162.27,31.8%
2023-02, International,SPORTS,218039.07,0.244
2023-02,  International, BEAUTY,n/a,0.127
,International   ,Grocery,77491.6,0.263
2023-02,international,office,USD 193286.28,0.26
2023-02,International  ,Pet  ,USD 55530.85,0.233
	2023-03 ,NORTH,Electronics   ,178347.98,0.141
 2023-03,  North,	Home,185264.7,35.0%
2023-03,North,Fashion,,0.294
	2023-03,North ,Sports,80356.43,0.182
  2023-03,North,Beauty,217312.92 ,0.086
2023-03 ,NoRtH, Grocery  ,$141162.11,0.186
2023-03 ,north,Office ,199243.29,0.209
  2023-03,North,  pet,211997.26,0.164
2023-03,,electronics,181151.92,17%
2023-03   ,South,HoMe ,80496.51,0.284
2023-03,south, Fashion,201949.43,0.218
2023-03  ,SOUTH,Sports,USD 104002.35,
2023-03,south,BEAUTY,196652.93,0.251
  2023-03  ,South   ,GROCERY,179029.41,0.229
2023-03,South   ,  OFFICE,48882.22,0.279
  2023-03,  South,  PET,183064.10 ,0.119
2023-03,East,ELECTRONICS,68512.02,0.183
  2023-03  ,East,  HoMe,n/a, 0.189 
2023-03, East,Fashion,140785.40,0.197
2023-03,east,  Sports,USD 225008.86,0.272
 2023-03,  East,beauty,240271.17,0.309
2023-03,  EAST,GROCERY,$244010.28,0.33
2023-03,East  ,office,USD 85448.89,0.311
2023-03   , East,pet ,190040.48 ,0.232
2023-03,west, Electronics,46266.44,0.198
2023-03,	WEST,Home,240977.15 ,0.1
	2023-03,  West, fashion,35406.42,32.8%
2023-03, west,sports  ,189093.92,0.329
  2023-03, WEST,Beauty  ,NULL,0.177
2023-03,West,Grocery   ,"197,416.40", 0.186 
 2023-03,West   ,NA,$70711.69,0.182
2023-03,  West,Pet   ,171440.07,0.344
2023-03,Central,electronics   ,194302.82,0.225
 2023-03,CENTRAL,HOME,57460.77,0.114
2023-03,  CENTRAL,Fashion,233957.56,0.292
2023-03  ,    Central      ,Sports,235589.48,0.186
2023-03,CeNtRaL,Beauty ,135805.28, 0.263 
2023-03,Central   ,  Grocery,"212,692.24",26%
2023-03, CENTRAL,Office,176357.58,0.299
2023-03,CENTRAL ,pet,"172,991.02",0.225
2023-03  ,InTeRnAtIoNaL   ,  Electronics ,168892.45,24%
2023-03,International,Home,93986.82, 0.265 
2023-03,International,Fashion,177077.31,0.114
2023-03,INTERNATIONAL ,Sports,$138847.20,N/A
2023-03, international,Beauty  ,113666.92 ,0.097
  2023-03,International  ,grocery,81229.01,0.256
2023-03,International , Office,96769.74,0.275
2023-03,InTeRnAtIoNaL,  Pet   ,44554.77,0.137
2023-04,North, ELECTRONICS   ,USD 72555.44,23%
2023-04,North,HOME,50889.87,0.121
2023-04,North,FASHION, 147457.82,0.319
  2023-04,NORTH  ,sports,144670.21, 0.233 
  2023-04,North  ,Beauty,48979.17 ,0.206
2023-04,North,grocery   ,241609.45 ,23.5%
2023-04,NoRtH,OfFiCe  ,61248.67 ,30%
 2023-04 ,NoRtH,Pet,38330.87,0.298
2023-04  ,South,Electronics ,-186359.22,0.189
	2023-04,South, HOME,"91,164.56",0.245
 2023-04,South,	fashion   ,"138,980.30",17.1%
2023-04,South,unknown,160168.09, 0.252 
    2023-04,South,Beauty,52771.56, 0.102 
  2023-04,  South,Grocery   ,174835.37,0.299
2023-04,South   ,OFFICE,169576.72,0.139
2023-04,SOUTH,Pet,197467.5,0.253
  2023-04 ,East,Electronics,149541.88,0.134
2023-04,  East,home,105059.93,0.311
2023-04,East,FASHION,"228,560.91",0.299
2023-04,East      , Sports,242406.11 ,  
2023-04  ,East,Beauty,99269.47,12.2%
2023-04,east    ,Grocery,240521.75,0.225
 2023-04,  EAST,Office,$227566.57,0.135
	2023-04,East,Pet,USD 179092.30,0.272
2023-04,West,electronics,128661.36 ,0.31
2023-04,west,Home,133422.14,0.115
2023-04 ,  West   ,Fashion,73306.49,0.17
2023-04,  West  ,sports,114416.16,0.344
 2023-04   ,WEST,Beauty,USD 64687.19, 0.182 
2023-04,West,GROCERY,125881.93,0.278
2023-04,West,	OfFiCe  ,147741.03,  
2023-04,  West    ,  Pet   ,USD 134686.28,0.137
2023-04,CENTRAL,Electronics,$91197.12,0.28
2023-04,  Central,  ,168024.81,0.32
2023-04, Central,Fashion,USD 135348.77,0.237
2023-04,  Central,Sports   ,226317.67,0.098
2023-04, Central,Beauty,76235.12,0.23
2023-04    , CENTRAL,grocery,238662.74, 0.161 
2023-04,Central,  OFFICE,USD 30272.29,0.115
2023-04,CENTRAL,Pet,$220094.92,0.148
2023-04, INTERNATIONAL, Electronics   ,245620.29,0.225
 2023-04,International  ,Home  ,141252.76,0.106
2023-04 , International,  Fashion,209209.82,22%
2023-04,International,Sports,143615.59,0.311
2023-04,international , BEAUTY,54161.48,0.147
2023-04,international,Grocery, 218083.58,25%
  2023-04 ,International,Office,"237,107.11",16%
missing,international  ,  Pet   ,146708.41,0.251
2023-05,North, electronics   ,136219.57,0.348
2023-05, north,Home,68033.74,0.331
  2023-05,North,  fashion, 64634.20,14%
2023-05, North  ,Sports,"186,100.02", 0.088 
    2023-05, NORTH,Beauty,248298.86 , 0.333 
  2023-05,North  ,Grocery,"232,129.01",0.306
	2023-05,NORTH  ,Office,126391.94,11%
2023-05,  NORTH, Pet   ,USD 135219.79,0.273
2023-05   ,SOUTH,unknown,"243,337.44",0.108
  2023-05,	 South,home  ,201091.29,0.093
2023-05  ,south ,	Fashion,$73429.30,0.262
2023-05,South ,SPORTS,241113.4, 0.184 
missing,South,beauty,149035.94,0.162
2023-05,south,GROCERY   ,118599.89, 0.166 
2023-05 , South,Office,missing, 0.26 
2023-05  ,South,Pet,234357.57 ,0.169
	  2023-05, East   ,Electronics,101677.59, 0.171 
2023-05,east,  Home, 64575.74,0.085
2023-05,East   ,Fashion,176969.93,0.122
2023-05  ,East,sports,55486.53,0.149
2023-05 ,East,Beauty,245532.26,0.141
2023-05 ,East,Grocery      ,150750.65,32%
  2023-05,East,office,47067.45,0.343
NULL,East,Pet,98450.15,0.19
2023-05 ,West,  Electronics ,230495.84,19%
  2023-05,West,Home  ,--,19%
2023-05   ,West  ,Fashion,128773.22,0.152
2023-05   , WEST,	  Sports,129587.33,11.2%
2023-05  ,West,Beauty,193109.36,12%
2023-05,    West,Grocery,74394.16,13%
2023-05,,  office,109212.34, 0.131 
2023-05 ,  WeSt,  Pet,$83137.16,0.088
2023-05,Central,Electronics,146637.3,0.189
 2023-05  ,	CENTRAL  , Home,?,0.283
 2023-05  ,Central,  Fashion,$142466.03,9%
 2023-05,central,Sports  ,193892.81,0.193
?,Central,BEAUTY,220133.67,0.167
2023-05,Central,  GrOcErY,31033.00,11%
2023-05,central  ,OfFiCe,47685.29,18%
	2023-05,  Central,Pet,136775.78, 0.168 
2023-05,INTERNATIONAL,ELECTRONICS,95806.21,0.347
2023-05,International,home,152065.56,0.118
2023-05   ,InTeRnAtIoNaL,Fashion,65237.5,0.153
2023-05   , international  ,Sports , 143342.30,0.272
2023-05,International,beauty,243620.25,0.184
2023-05,International ,GrOcErY,142976.18,0.182
2023-05 ,International,Office,174592.11 ,0.174
2023-05,  International,Pet,243898.48,0.257
2023-06,	North,Electronics, 56492.33,0.241
2023-06,North,Home , 103080.59,10.7%
2023-06   ,North  , FASHION,$98773.52,0.149
  2023-06,North,Sports,145766.78,0.276
2023-06  ,North,Beauty,248976.87,0.127
  2023-06,NORTH,Grocery ,USD 233554.93,0.091
  2023-06,  North,office,99972.77 ,0.289
2023-06,North,pet,172644.15,0.212
2023-06,South,Electronics,$83801.74,31%
  2023-06,South,Home,N/A,0.169
2023-06   ,south,fashion,189278.68,32.5%
2023-06  ,south  ,Sports,199073.47, 0.132 
2023-06  , SOUTH,Beauty ,67992.59,0.122
  ,    south,  Grocery,76158.92,0.121
2023-06,south, Office,$52539.40,0.207
2023-06,  SOUTH,Pet,41194.35,0.154
	  2023-06,East,electronics,190415.03,17.5%
2023-06,East,  Home, 79028.63,20%
2023-06  ,EaSt,Fashion ,207427.05,0.115
2023-06,  East,  SPORTS,100053.63 ,0.303
 2023-06,East,BeAuTy,138279.56,0.124
2023-06,East,Grocery,198847.44, 0.086 
2023-06,East   ,OFFICE   ,234825.86,0.223
2023-06, east,Pet ,215607.76,10%
2023-06,West,Electronics,202814.99,0.191
2023-06   ,WEST,Home,100734.83,20%
2023-06,West,Fashion,114366.48,0.129
2023-06,West   ,Sports,206162.42,0.189
  2023-06,west   ,beauty, 205614.79,0.224
2023-06,West, Grocery,134754.15,0.124
  2023-06 ,West,Office,109613.24,0.336
2023-06,  West,Pet,122131.76, 0.182 
2023-06 ,Central ,    Electronics,147771.63,0.086
  2023-06   ,Central,Home,217931.42 ,0.331
2023-06,Central,	fashion,$53654.20,0.318
  2023-06 ,Central,Sports,30641.02,0.165
2023-06,Central ,Beauty,135091.31,0.338
2023-06,CENTRAL,Grocery,71687.69, 0.277 
2023-06,Central,Office, 159475.46,0.311
2023-06,Central,  Pet,USD 51850.68,0.285
  2023-06 , International   ,Electronics  ,USD 40924.84,33%
  2023-06,International,	Home,40486.91,0.328
	2023-06   ,International,  Fashion,65480.3,NULL
2023-06,International,Sports,$101826.31,27%
2023-06,International,beauty,"89,730.68",0.277
 2023-06,    international,Grocery,USD 70884.52,error
2023-06,International,Office,54851.69,0.125
2023-06,International ,Pet,40063.91,16.7%
2023-07,North,NULL,182099.03,0.091
2023-07 ,North,Home,46975.69 ,17.1%
2023-07  ,north,Fashion  ,188398.6,0.337
2023-07,North,NULL,195893.45 ,28.0%
2023-07, North,BEAUTY  ,89051.41,0.245
2023-07,  north,Grocery,122577.71,missing
2023-07,north,Office,177831.59,0.088
 2023-07 ,North,n/a,"225,608.69",0.196
2023-07  ,South,Electronics,53717.37,32.3%
2023-07    ,SOUTH,home,39810.42,0.334
2023-07,south,Fashion,161195.87,12.9%
 2023-07   ,SOUTH,Sports,100540.25,0.184
2023-07,SOUTH   ,beauty   ,232181.04,0.231
2023-07,south,Grocery,unknown,0.179
2023-07      ,south,office,"66,234.48", 0.204 
2023-07,South,PeT   ,109411.61,0.268
  2023-07   ,  East,	electronics,208539.00,ten
2023-07, East,Home,"163,662.30",27%
 2023-07,  East,Fashion,164513.04,0.266
2023-07  ,  East, Sports,213851.55,0.087
2023-07, EAST  ,Beauty,46642.5,0.19
2023-07,East,grocery,USD 169191.84,20.9%
2023-07 , East  ,OFFICE,241924.15,0.164
2023-07,EAST,  Pet,167963.15,32%
2023-07   ,  west,electronics,"68,049.92", 0.274 
2023-07,West    ,Home,242139.27,0.248
2023-07,  west,  Fashion,155736.05,26%
  2023-07   ,WeSt,sports, 203327.35,0.088
2023-07,West,BEAUTY,163736.09,0.204
2023-07,West  ,Grocery,239510.46,0.152
2023-07,west,OFFICE,$66324.42,0.306
  2023-07,    west,Pet,173917.74,9.2%
2023-07,  Central,Electronics,50785.24 ,0.219
 2023-07,Central,HoMe,92506.66,0.32
2023-07,Central,Fashion   ,60350.35, 0.267 
 2023-07,Central,SPORTS,$121820.34,0.271
2023-07,Central , beauty,243322.53, 0.294 
2023-07,  Central  ,grocery,$201375.12,20.7%
2023-07,  Central ,OFFICE,177857.14,0.142
2023-07,Central,Pet,124637.76,0.204
2023-07,International,Electronics,30006.67,0.252
2023-07,International,Home,53094.04,0.156
2023-07,  International,fashion,155758.19,0.151
2023-07,International   ,Sports    ,169281.74,0.124
 2023-07, International,	Beauty,USD 133080.53,0.307
2023-07,International   ,grocery,"203,396.48",0.184
2023-07, INTERNATIONAL,Office,$149437.17, 0.15 
missing,International,Pet  ,50643.27 , 0.287 
2023-08  ,North   ,Electronics,-, 0.115 
	  2023-08,North  , Home  ,"200,427.46",0.156
2023-08,NORTH,Fashion,118752.8,29.9%
2023-08,  NORTH ,Sports,225825.41,?
2023-08,  North,  Beauty,96545.96,0.28
2023-08,  North,GROCERY,65608.0,0.237
2023-08,North ,office,"103,535.16",25%
2023-08,North  ,Pet,158804.74,15.6%
  2023-08,  SOUTH,  electronics,138714.57,0.231
  2023-08,south,  Home,140058.69,0.27
2023-08,south,fashion,154259.83,32.9%
  2023-08,South    ,	 SPORTS,61062.87,0.209
2023-08,  SOUTH,BeAuTy, 124239.98,0.2
  2023-08,South,Grocery,84297.47,0.304
  2023-08   , SoUtH,Office,$168248.61,0.281
2023-08,  South,PeT   ,163032.24,0.174
2023-08,East, Electronics,114555.97, 0.291 
2023-08,EAST   ,Home,185490.2, 0.334 
2023-08,East ,Fashion,49652.46 ,27.7%
2023-08,  East,sports,217795.15,0.194
2023-08  ,East,BEAUTY,166065.84 , 0.311 
2023-08,East,grocery,239323.22,12.9%
  2023-08,East,Office,174195.21,13.6%
2023-08,EaSt  ,  Pet,99518.62,0.191
2023-08, West ,ELECTRONICS,46351.45,--
  2023-08,West,HOME,107803.03,0.137
 2023-08,  west   ,  FASHION   ,150158.81,0.197
2023-08, WEST,    Sports,"245,348.88",0.149
2023-08,West,Beauty ,$217698.16,0.083
 2023-08 , West,grocery,USD 31975.94,0.241
 2023-08  ,West,Office, 82129.99,11%
2023-08   ,West,    Pet      ,219414.51, 0.145 
 2023-08,CENTRAL,  Electronics,247061.29,0.329
2023-08  ,CENTRAL,Home,127075.52,0.122
2023-08 ,central,Fashion,80485.58,0.133
2023-08, Central,Sports,$108156.66,0.092
2023-08,CENTRAL,Beauty,67102.46,0.299
2023-08,Central,Grocery,188448.49,0.239
2023-08, Central,?,43819.69,0.253
 2023-08,Central,pet, 54884.13,0.327
2023-08  , INTERNATIONAL,ELECTRONICS,173622.91, 0.289 
2023-08   ,International  ,home,218023.27,0.232
    2023-08, international,Fashion,USD 122550.37,0.131
2023-08,INTERNATIONAL, SpOrTs,54430.82,0.083
2023-08,	International,Beauty,"239,632.82", 0.174 
2023-08   ,International  ,  Grocery,154353.29, 0.118 
2023-08,INTERNATIONAL,Office,93648.66,0.147
2023-08 ,International,Pet   ,52139.67, 0.323 
2023-09, north,ElEcTrOnIcS,100008.82,0.124
  2023-09      ,North  ,	home ,121505.72,0.26
2023-09,n/a,Fashion  , 168618.20,  
2023-09  , North  ,SpOrTs,193237.74, 0.172 
 2023-09,NORTH,beauty,215183.88,0.101
2023-09,North, Grocery  ,212359.68,0.128
 2023-09   ,North,  OFFICE,67797.41,0.213
2023-09,North ,Pet,68872.3,0.11
2023-09 ,South,  Electronics,None,31.1%
2023-09,  South ,Home,199919.61 ,0.311
2023-09,  south ,Fashion   ,55431.08,31.7%
  2023-09,South   , Sports,181434.97,19%
 2023-09,South,Beauty,246466.21,13.5%
 2023-09,  South  ,GrOcErY,194046.65 ,12.5%
2023-09, South,OFFICE,198900.09,0.206
2023-09  ,	    south,Pet  ,84108.91,26%
2023-09,East ,Electronics ,USD 89388.18,31%
2023-09,EAST,Home   ,108594.86,0.316
2023-09 , East,FASHION,76827.03,0.242
 2023-09,    East,Sports,85350.46,0.099
2023-09,East  ,Beauty,USD 197312.11,0.192
2023-09,EAST, grocery,156138.73 ,0.098
  2023-09,  east  ,  Office,221756.57,0.334
  2023-09,East,  Pet,99808.34, 0.146 
2023-09, West,ELECTRONICS,"63,957.16",0.287
2023-09,	West ,    Home,244629.14,20%
2023-09,  West,Fashion  ,58330.00 ,0.087
2023-09   ,West ,sports,100886.22,0.163
2023-09,West  ,Beauty,45931.81,0.29
2023-09,West,Grocery  ,, 0.262 
2023-09,  WEST,OfFiCe,36238.97,0.094
 2023-09   , West  , Pet,64910.34,0.155
2023-09,	Central   ,  Electronics   ,202145.39,16%
2023-09,CENTRAL,Home,"63,795.23",0.179
2023-09,  Central,fashion,47732.66,30%
 2023-09  ,central,Sports,"118,386.28",0.158
2023-09,Central,Beauty,146444.08,0.261
2023-09,Central, Grocery,31870.68,30.6%
2023-09,CENTRAL,OfFiCe,101204.06 , 0.341 
2023-09,CENTRAL   ,  PET,USD 56586.28, 0.255 
2023-09,INTERNATIONAL,Electronics, 77628.25,0.15
  2023-09,International, home  ,$228641.87,0.274
  2023-09,International,FASHION  , 94254.77,24.1%
 2023-09,International,Sports,85825.88,0.228
2023-09,INTERNATIONAL,BEAUTY,USD 100338.34, 0.308 
2023-09,    International    ,Grocery,146313.01 ,0.097
	 2023-09,International,	Office,180407.56, 0.295 
2023-09,INTERNATIONAL   ,pet,223539.06,0.333
2023-10,north   , Electronics,65459.21,0.132
2023-10,North,Home,151533.79,28%
2023-10,North,Fashion,53096.43,0.124
2023-10,None, Sports,215703.02,0.253
2023-10,North  ,  BEAUTY,USD 144245.81,0.192
2023-10,North,None,74706.32,0.192
2023-10      ,North,office,164946.45,0.278
2023-10,north,pet, 73752.11,26%
 2023-10,    South      ,Electronics, 167946.26,0.309
  2023-10,SOUTH,Home,missing,19%
2023-10 , South,FASHION  ,-140277.64, 0.266 
2023-10,  South  ,sports,"190,882.92",0.117
2023-10,  South, BEAUTY , -196681.87,21%
2023-10,South,GROCERY, 122768.74,zero
2023-10, South,  Office,"90,942.58",0.256
2023-10  ,South,Pet,243806.66,0.322
2023-10,EAST,  Electronics,34548.37,0.329
2023-10,  EaSt,Home,153861.03,0.212
 2023-10,  East  ,Fashion,240316.22,0.29
 2023-10,east, Sports ,171764.19,0.189
2023-10  ,east  ,BeAuTy ,"237,293.91",11.3%
2023-10, East  , GROCERY,208515.85,30.2%
2023-10, EAST, OFFICE,132259.6,0.256
  2023-10,East,	Pet,NA,0.224
2023-10,West,Electronics,$104366.73,0.25
2023-10,West,Home,42074.66,0.278
2023-10   ,West,fashion,191308.53,0.226
 , West,Sports, 207297.55,0.137
,  WEST,Beauty,230075.75, 0.102 
2023-10,null,grocery,167384.49,0.272
  2023-10, West   ,Office  ,234162.84,0.105
2023-10  ,west,pet   ,142968.14,0.084
2023-10,Central,ELECTRONICS,137393.65,0.232
2023-10   ,Central,home,233404.01,0.211
 2023-10 ,  Central,fashion   ,41835.86,0.302
    2023-10,Central,Sports,129707.77 ,0.108
2023-10,central,Beauty ,$235509.27,0.141
2023-10,  central,Grocery,121739.81,0.177
    2023-10,Central   ,office,USD 95821.76,0.104
2023-10   , Central ,Pet,174774.05,0.132
2023-10,international,ElEcTrOnIcS,68612.61,21%
2023-10   ,International   ,Home,215908.75,0.285
2023-10,International,FASHION,73700.25,0.296
2023-10,  International,Sports   ,"69,585.71",16%
2023-10,INTERNATIONAL ,BEAUTY   ,244503.44, 0.291 
2023-10,  International,Grocery,NA,0.153
2023-10,  international   ,Office,$179827.79,10%
  2023-10,International      , pet,"92,484.76", 0.299 
2023-11,North  ,Electronics,USD 67819.14,0.18
  2023-11,  north, Home,193471.38,0.219
2023-11,North, FASHION,152963.65,0.128
2023-11   ,North,SPORTS,219429.19,0.191
  2023-11,north,BEAUTY,68148.95,n/a
2023-11,  north   ,Grocery,32186.68,0.082
2023-11,  North,OFFICE,71238.66,0.311
2023-11,  North,Pet,"61,768.17",0.35
  2023-11 ,south,Electronics,47044.55,0.177
2023-11  ,SOUTH,  Home  ,USD 139816.70,0.162
2023-11   ,South,Fashion,81744.92,11.6%
 2023-11  ,South,Sports,168949.51,0.345
2023-11   ,South,BEAUTY   ,166467.53,0.323
2023-11,south,grocery,165065.00,0.272
    2023-11      ,SoUtH,  OfFiCe  ,96466.04,0.148
2023-11,SoUtH,Pet ,147536.25,33.0%
2023-11  ,EAST,ElEcTrOnIcS,USD 33706.25, 0.102 
 2023-11,EAST ,Home,232876.56 ,15%
2023-11 ,East,FASHION  ,177623.78, 0.294 
2023-11,  East,Sports,173301.39,0.224
2023-11 ,East,beauty ,38208.15,0.258
2023-11   ,East,grocery  ,73809.92,0.143
  2023-11,N/A,Office,51179.79,zero
2023-11    ,EAST,Pet ,150904.55,0.247
2023-11  ,West,Electronics,"65,437.22",0.302
  2023-11 ,West ,HOME,52548.94,0.206
2023-11,WEST,Fashion,USD 162831.80,None
2023-11  , West   ,	 SPORTS,$231496.11,26.3%
2023-11 ,  West , , 219329.55,0.123
2023-11,  West   ,GROCERY,$104983.26,0.084
 2023-11,West   ,	Office ,"128,658.92",0.3
2023-11,West  ,  Pet  ,227938.7,0.319
2023-11,central,Electronics,169178.55, 
2023-11,Central,Home,200640.54,35%
2023-11      ,Central,Fashion,--,0.17
2023-11   , Central,  Sports,105278.89, 0.303 
2023-11,Central   ,Beauty,123561.34, 0.221 
2023-11,CENTRAL,Grocery  ,USD 201917.93,14%
2023-11,Central, Office,248553.26,24%
2023-11,Central, Pet,$115113.31,0.338
2023-11,	 international,,214158.07,0.089
2023-11  ,International  ,  Home   ,USD 167536.67,0.293
2023-11,International,Fashion,67829.85,0.167
  2023-11,International,Sports,$149063.31, 0.296 
 2023-11, INTERNATIONAL,Beauty,236080.04 ,0.096
2023-11,International ,GROCERY,USD 70593.57,22.7%
 2023-11  , international, OfFiCe, 85148.79,0.238
  2023-11,International,Pet   ,224772.52, 0.099 
	2023-12,North ,  Electronics,USD 182789.74,31%
  2023-12, North,Home,88498.00 ,22.0%
2023-12,North,Fashion,229318.91, 0.282 
2023-12,north,  Sports,113217.97,0.134
2023-12,north ,Beauty,71811.97,0.187
2023-12,NORTH,  Grocery,206550.13,0.115
2023-12,North,Office, 188339.17,0.336
  2023-12 ,NA,  Pet   ,  ,20.0%
2023-12, SOUTH,  Electronics,USD 236676.62,0.155
2023-12,South,home  ,n/a,0.228
2023-12 ,South,FASHION   ,131655.45,0.277
2023-12   ,South, sports,59115.09,21.5%
2023-12   ,South,beauty ,120826.8,0.348
2023-12,South, Grocery   ,71992.07,32%
  2023-12 ,South  ,Office, 202565.62,19.2%
2023-12,  South,Pet   ,211898.53,0.257
2023-12,East,ELECTRONICS,$114673.85,0.1
2023-12,EAST,Home,218727.0, 0.274 
2023-12,East,Fashion ,155608.19,0.238
2023-12  ,East,sports    ,170201.19,0.221
2023-12,east ,Beauty,105810.81,0.288
2023-12,EAST, Grocery,58806.6,0.25
2023-12,EAST,Office,45301.84 ,16%
 2023-12,East,Pet,USD 171944.30,0.177
2023-12  ,	west,Electronics ,93606.33,0.216
2023-12,west,  HOME,162936.81,0.147
  2023-12,  West,  fashion,"154,196.48",0.269
2023-12   ,  WEST, Sports,55098.23,0.081
 2023-12  ,	West,Beauty,USD 231907.85,0.314
,West,Grocery   ,138274.64,0.13
2023-12,WEST,OfFiCe  ,164937.55 ,0.164
?,West,Pet, 125189.54,16%
2023-12,  central,Electronics ,152132.84,0.203
2023-12,Central, Home,171786.37, 0.282 
  2023-12 ,  central,  Fashion  ,169559.71 ,0.196
2023-12   ,Central  ,sports,"98,030.73",0.176
  2023-12  ,central,Beauty,135936.99, 0.207 
2023-12, Central,	Grocery,USD 35414.17, 0.253 
2023-12,Central,Office,null,0.227
2023-12,CeNtRaL,Pet,171579.07,15.5%
 2023-12   ,	International,electronics,USD 191492.73,0.338
2023-12, International,Home ,"178,706.68",0.115
2023-12,INTERNATIONAL,  FASHION   ,"100,104.95",0.086
2023-12,International    ,Sports   ,233041.88,24.3%
2023-12,INTERNATIONAL  ,Beauty ,-171076.9,0.217
2023-12,INTERNATIONAL,GrOcErY,"69,353.97",20.9%
2023-12 ,International,Office,$192242.32,0.304
2023-12,International,	pet,N/A,0.252
2024-01,NoRtH ,Electronics,248383.11,0.256
2024-01,unknown,Home ,73137.84,0.293
2024-01   ,North,fashion,USD 200708.67,17.8%
  2024-01,North,SpOrTs ,190894.61,28%
2024-01,North,Beauty  ,136730.23 ,-
2024-01,North,Grocery,NA,0.123
2024-01,    north  ,office,"199,792.38",0.217
  2024-01, north,PET,$-57233.67,0.346
  2024-01,South,ELECTRONICS  , 37764.83,0.146
2024-01,SoUtH, Home  ,182419.23,0.324
  ,  South,fashion   ,119624.13,0.208
2024-01,South ,Sports ,149901.9,0.231
2024-01,South,  beauty ,217887.94,0.137
2024-01,SOUTH,missing,68721.82,0.207
 2024-01,  South,  Office,44779.31,30%
2024-01,South, Pet ,183229.4,0.182
