dog_id,dog_name,breed,age_years,weight_kg,height_cm,color,vaccinated,neutered,owner_city,owner_age,owner_income,diet_type,daily_walk_minutes,barks_per_day,vet_visits_per_year,last_vet_visit,adoption_date,favorite_toy,training_level,sensor_metric_1,sensor_metric_2,sensor_metric_3,sensor_metric_4,sensor_metric_5,sensor_metric_6,sensor_metric_7,sensor_metric_8,sensor_metric_9,sensor_metric_10,sensor_metric_11,sensor_metric_12,sensor_metric_13,sensor_metric_14,sensor_metric_15,sensor_metric_16,sensor_metric_17,sensor_metric_18,sensor_metric_19,sensor_metric_20,sensor_metric_21,sensor_metric_22,sensor_metric_23,sensor_metric_24,sensor_metric_25,sensor_metric_26,sensor_metric_27,sensor_metric_28,sensor_metric_29,sensor_metric_30
2257,Rocky,Beagle,17.0,46.96kg,11.18,Brown,Yes,nan,Paris,51,51712,Dry,9,194,nan,2021-06-18,22/07/2021,,None,41.47750993780818,80.14104727874602,55.09621384882863,71.05883095444737,76.01013744168425,59.639878422542914,52.42688106669259,50.589631147532195,41.653707580575066,41.70050710110781,,65.18163968694726,,26.398572244196753,,38.7918648861275,62.3966134799836,,12.016501858102849,,missing,missing,82.12,missing,nan,nan,missing,missing,nan,
7834,Lucy,Poodle,3.0,27.26,38.46,nan,No,nan,Paris,67,69501,Dry,95,78,unknown,2021-07-27,not_a_date,,Advanced,65.33413343649175,23.65569125390663,56.543626777358405,,67.45402458991401,66.85928105525791,,34.414524503446884,72.06496801632788,31.842069520319242,68.95180324322992,20.357269038964976,49.07944882674588,58.26752897300122,,51.90607112438399,8.482244275461419,60.732185504730325,55.90984112550146,,,49.83,nan,,46.26,missing,error,error,error,missing
2124,Bella,Mixed,8.0,13.61,27.95,Golden,No,nan,Toronto,70,62179,Raw,132,151,7,,2019-04-30,Ball,nan,,63.849390552470865,,37.00273804667414,,32.781915554898745,52.2747331982101,48.927619350989445,63.01272709187426,65.46092671397824,45.87658171457796,35.47769035947458,73.67203985782831,72.73586388307496,,75.05023133129815,71.54163864472696,,22.45043825951289,,nan,error,,nan,error,,nan,error,error,
6621,Cooper,Husky,16.0,39.48,44.65,White,nan,Yes,Dubai,31,38267,Unknown,19,135,2,2022-08-04,2022-03-08,Rope,unknown,,18.4664859215245,39.076607308700325,39.43244894891263,35.3219780836586,27.78513097140837,76.49500766036415,25.729497285746294,54.5540513462945,7.3070308301317795,62.13816833000393,56.28116039377086,,,93.53466085677006,74.75939196467732,,,65.525263838839,57.23686115084189,,error,missing,,,60.19,,missing,,nan
1073,Bear,Mixed,6.0,,,Golden,nan,Yes,London,74,113045,Mixed,unknown,204,1,2016-10-15,not_a_date,Frisbee,nan,63.14076539538377,,43.97373738003824,41.48779957835376,44.85259132164807,27.485752506555563,43.796084222476864,,,58.06176003060036,66.43773515097914,35.45350480454299,12.107654924867347,89.09287062070483,58.866618210116684,38.237305062825136,66.42214902434146,66.06088085625152,64.02457701295694,58.88044993470987,,error,82.12,nan,,error,40.42,66.28,15.35,70.55
5288,Daisy,Unknown,10.0,23.64,37.31,,nan,nan,Toronto,73,113175,Mixed,-1,106,3,04-15-2018,18/03/2016,Rope,unknown,81.72157137032877,42.10122887416679,62.07161027914331,30.50450069112601,50.86841793835009,61.338034094513006,59.07044610508264,,49.197585325956126,88.10934806088466,51.922331558618794,,62.0814796796129,57.39084512258539,45.34628571890628,43.82431490342342,51.34584058445182,,44.9545537265377,,error,nan,,,error,nan,missing,nan,error,missing
4656,Bailey,Golden Retriever,8.0,26.09,,nan,Yes,Yes,Dubai,78,38384,Unknown,195,146,nan,22/04/2017,2020-05-13,nan,Intermediate,66.13185282092003,,49.5741964915314,,9.567546279970422,52.17854437069539,73.48401360722838,76.43148038823254,86.75795549623041,,85.49104456458076,49.18799730663728,67.13938572725081,63.761520152124916,64.36821557973457,56.601219416031114,43.376257883227986,67.31092037630641,43.0484076059837,58.48098756864806,error,error,82.12,error,missing,error,40.42,nan,,nan
2972,Duke,nan,10.0,22.28,19.83,Golden,Yes,nan,Sydney,38,106238,Dry,17,235,1,12/07/2025,not_a_date,Frisbee,nan,52.98118121191426,39.0909989975125,66.36534948589289,28.649666043649567,37.91129124861344,29.939058718717277,52.38508016262698,,54.85392555958116,18.29395325309706,,4.850473012740778,46.48669504321114,47.74002482419413,57.028312603234156,19.760616627514725,47.48919082822315,37.663004243182016,,44.6761684088977,missing,,82.12,nan,error,nan,error,66.28,15.35,missing
1592,Milo,Poodle,6.0,unknown,22.83,Brown,Yes,No,Lahore,33,142746,Raw,137,,8,,,Bone,Basic,58.23938892304693,47.55262929815167,,59.039293233895336,75.30836802682931,49.19869867460641,,52.45736599181104,73.96443556563726,,83.0111251087533,56.60804071386164,46.98657884839899,30.491171332043283,65.42881566204292,60.06189591733196,91.3928181454757,83.82561308261903,68.75339470372194,34.890089807240706,nan,missing,82.12,missing,error,60.19,error,,error,error
3991,Rocky,Mixed,12.0,34.37,32.59,Golden,Yes,nan,London,80,59179,Mixed,137,246,4,2021-12-09,2023-02-19,nan,Advanced,37.69430803258922,40.65967440778989,42.88403859071937,11.048576409770135,31.259300741652666,47.689596075744696,76.22825025298638,21.13180688711145,25.816391840621144,48.23458044743167,73.84468587627725,,22.085324097228643,61.58601677566338,45.95747931326285,42.20810399949488,,44.722331081218925,39.84610528594695,71.61071773197594,7.06,,error,error,error,60.19,,error,nan,70.55
6669,Bear,Labrador,16.0,,10.26,White,No,Yes,Toronto,53,101774,Dry,97,many,1,11/03/2022,2020-09-13,nan,Intermediate,27.814251096290267,55.75110241026911,61.8019964917048,,34.67595841581252,52.196116143073105,45.667763239917306,47.115473662683705,50.88387883121849,63.20298116532531,56.36449136616945,45.664522156688115,60.29217117651367,40.54137496295206,39.40340796621387,,62.92782055847594,37.73035295155313,50.655881502803865,35.887322206839485,7.06,error,82.12,nan,46.26,missing,40.42,nan,missing,70.55
6386,Buddy,Mixed,0.0,28.82,20.65,White,No,No,Dubai,81,98072,Dry,103,104,12,02-05-2018,,Ball,nan,,5.357239272930542,19.844220637200955,96.85601618873011,61.17971135200596,27.33441612960877,29.698165477518124,,50.40806571061459,70.78110759195036,,86.97159133005925,52.58380753520226,51.57094505056222,49.079011091468736,68.26354446831894,21.701428839526983,80.86581390597874,39.280327814994806,52.97583796799175,error,error,missing,error,error,error,,error,nan,missing
1427,Max,Golden Retriever,14.0,39.05,unknown,White,Yes,Yes,nan,43,21953,Dry,-2,83,14,2019-12-08,,Frisbee,None,48.33260049147325,93.29015163583821,48.276682131054145,60.85607169394025,,31.728370516325914,18.358222386901502,24.866595799986424,40.88891374532857,,34.52918428942261,,65.98163179504614,52.258035772883616,37.49066154445618,86.17374710719895,43.515208804472714,60.93934912203592,59.296994091224654,42.706809485958104,error,nan,,missing,,60.19,,66.28,nan,
1106,Lola,nan,1.0,unknown,26.85,Brown,nan,nan,New York,64,145684,nan,23,264,10,12/10/2016,31/07/2020,nan,Intermediate,49.18597229842538,83.1540599152351,73.9863453543756,48.330942855415216,55.77513493024753,35.04212725457346,57.0884798154609,39.85779653935094,56.73464210834338,35.75909915713325,,31.122276174371024,,46.35765060562267,40.33578340860742,62.211367877444694,74.20572059422352,82.41142174374903,31.28581641210023,47.821295498350544,,error,nan,error,nan,missing,missing,66.28,error,nan
7420,,Boxer,,10.21,unknown,nan,No,No,Paris,69,126187,nan,-13,215,7,02-09-2019,,,Advanced,35.7584831725316,50.551500151377724,90.02809329528,,28.372695703099716,42.80292272795177,18.741090565568904,,75.66891574609943,,34.042045704540854,28.48577559302376,80.0749296665411,,68.59832248014024,88.67585350111315,62.29297442731388,86.65855885955176,34.4454500003466,52.18303311384415,error,49.83,82.12,33.4,46.26,60.19,nan,missing,error,
7436,Duke,nan,15.0,8.13,8.78,Brown,No,No,Lahore,47,116903,Unknown,141,180,10,15/11/2020,2019-11-18,Bone,Advanced,31.35502740166021,49.42796432445571,,,84.45794128707038,,36.18570994722107,63.466268946380836,,40.41488160426209,35.056215991874424,,52.93040047850345,26.181289536517504,,,51.42269920579925,3.9440962284757646,53.55629052210035,52.923573744770366,,missing,error,33.4,nan,nan,nan,,error,nan
3002,Charlie,Beagle,17.0,20.83,,Golden,Yes,Yes,New York,35,104136,Wet,73,199,7,2017-04-24,02/08/2022,Ball,Advanced,38.446861920271076,,24.38583096371027,34.47500677357179,54.99123802641604,61.66672072497165,54.192208109850725,41.169144218012335,,52.79804784540856,50.99522320709348,62.45462045767327,72.59431382293019,39.084738421504284,,,52.76046482855409,54.024922732747605,33.90795116064372,69.514846396253,,49.83,missing,,missing,nan,,missing,missing,
3568,,German Shepherd,13.0,44.99,25.51,,No,nan,Berlin,83,103819,nan,38,178,6,05/08/2023,26/08/2024,Rope,Advanced,,33.56669404401252,55.88549837877945,21.11501401229695,12.155283692317632,23.099421310510095,23.474079477948145,52.19533920470647,70.51503937453805,,54.295343347363925,65.79528234420701,85.46330782231526,37.20522048038586,51.536107818463385,47.13897900830817,40.44594339231004,45.86083980197905,49.7628839634237,,7.06,missing,82.12,33.4,missing,nan,,missing,missing,error
6322,Bear,Pug,21.0,11.51kg,38.41,,No,No,Dubai,66,97522,nan,118,23,4,2022-08-05,17/01/2023,Ball,Advanced,,65.7248833375288,,61.33175618965653,29.16909126558727,65.79737028146121,43.3699925377869,54.69637332570239,74.35305170825912,,,77.1820410245755,28.552374210952053,,45.16087047371521,25.99933739168417,48.79751192762259,4.720306938459011,58.896238359361725,,missing,49.83,82.12,nan,missing,,,missing,missing,missing
1269,Lola,German Shepherd,20.0,43.51,,White,Yes,nan,Toronto,21,104838,Dry,52,227,10,03-29-2017,,Frisbee,nan,46.34221437396258,,,43.82745779615034,39.91702190878986,14.68889518748928,44.08624135775788,,51.78205580615471,57.96289879958624,65.50726504512343,38.96815143949974,35.964608145814395,,,42.22924998523884,53.20536845264771,41.364618950525944,49.71433881685906,75.24536676476475,,,82.12,nan,missing,,nan,66.28,error,70.55
2127,Charlie,German Shepherd,21.0,48.65,45.74kg,Black,nan,Yes,London,54,60114,Unknown,154,82,1,14/06/2019,,None,None,47.31347687793378,48.431099999485376,33.64030952659459,61.328769817374976,53.59915458808611,96.45484304271184,,45.867618179122545,,27.628432000860368,40.09239116135495,29.71243616294284,56.610913721916795,,34.61900431321154,69.47266153160396,62.20196183373841,68.14243342267946,79.6104661834174,,missing,49.83,error,,46.26,,missing,66.28,error,nan
5608,Max,Unknown,6.0,41.26,49.75,Mixed,No,nan,Toronto,57,116092,Dry,159,276,-2,06/06/2016,05-30-2017,Ball,nan,55.45701572183389,,13.75638970774989,,11.646150079522826,55.24678411925945,63.12754586119876,36.12230783533435,,25.412765506989167,60.69076052325726,45.3887622945673,72.72916179753825,29.90204721784214,86.70298432866394,32.56777169279529,37.33550203307138,65.7765544710901,41.43184109495394,73.00287376634819,nan,error,nan,33.4,missing,,nan,error,,missing
2017,Lucy,Pug,-1.0,26.63,,,nan,nan,Toronto,36,131774,Wet,-14,179,12,,,Rope,Intermediate,51.9018936219463,31.563207318111207,47.14931100954817,60.74425923268383,87.42534296494223,49.741330317304204,70.3572561703937,31.314175661669182,49.117804642338534,22.16426552759744,42.40839209182215,,,60.61909776074878,,,64.09733126671571,62.161238908267784,28.393499609855674,54.556064942241704,7.06,nan,82.12,33.4,error,,missing,nan,15.35,
4849,Charlie,Poodle,9.0,42.57,19.63,nan,Yes,nan,Toronto,23,43469,nan,131,46,-2,08-15-2017,not_a_date,Frisbee,Intermediate,-0.40334906342948784,45.19155869803392,,24.389549009131986,51.475817790592984,,55.05422400117338,23.05116743101021,66.75872430109965,23.897065858209814,54.65529186483308,40.96220510638388,40.81087958336319,48.71348722470138,,48.02723047243722,30.898962783633,74.24372374351773,70.0083402012058,,7.06,nan,error,,missing,nan,error,66.28,,error
7832,Daisy,German Shepherd,-2.0,41.62,5.01,White,No,nan,Paris,49,99644,Dry,153,134,-1,22/12/2017,03-03-2020,Rope,Intermediate,45.02963639264496,78.92830906701762,88.34785242431313,,34.1225469490297,,79.152338198433,79.9432769488074,26.64010107005204,,43.184643700450835,,59.23609250096903,47.29747943543374,58.27173410429788,,73.6873712905418,46.68019960410168,43.31875396983143,54.40684638335659,7.06,missing,error,,46.26,,missing,error,15.35,missing
1517,Bailey,Golden Retriever,,23.45,13.63,,Yes,nan,Lahore,45,52896,Dry,69,148,8,12-24-2022,,Rope,None,80.17470567918227,,59.40657947727172,31.558729479897835,77.60406850570007,,35.776019544826084,22.553319301359164,46.86231211104186,87.15976655647358,48.01860830060883,17.81072397550244,57.01089984657252,65.52494702062202,52.91676505584913,4.049518575900713,67.28288722356655,70.17333006570888,,71.3987546600751,missing,error,,error,nan,,missing,nan,error,70.55
5164,Lola,Husky,14.0,10.74,,,nan,No,Tokyo,45,106893,nan,2,47,11,,04-01-2022,None,nan,,56.60944547438116,62.65989818146078,48.840342749966986,41.60432344956518,60.643386585689484,58.20990378422628,38.420014845675695,69.4289373790996,23.664003393095832,49.54118903316668,,57.16806258270627,25.555071994462853,59.00620576142422,,79.51633661480608,40.64029305012303,51.763042476684404,32.066205144266625,,missing,,,missing,nan,nan,,error,70.55
7168,Bella,Boxer,4.0,,33.6,Mixed,Yes,No,nan,31,75748,nan,34,45,0,2023-03-14,2020-12-04,,unknown,29.195725101997148,39.576419919137166,64.67591488052308,,,38.82207205381604,60.83180706330986,37.6366214297052,48.3079167719498,33.91994991480861,49.585029113428895,55.33802422150422,31.43125582267835,25.368679030194823,52.01517771480781,49.33506777086109,63.70300234222996,63.011748357493985,,,,49.83,nan,nan,error,missing,,error,nan,error
3781,Luna,Golden Retriever,21.0,unknown,47.16,Black,nan,No,New York,76,123366,Raw,101,51,0,05-12-2016,12/09/2024,Frisbee,None,38.44860560439244,59.32416788948115,52.983948121744525,62.879361815715185,62.47686237854147,61.80022194584715,75.0387514930132,,56.23265600718116,28.123898415112578,,32.70842770197912,,60.44281488438699,31.815932964654326,82.76658385027966,70.01197817947602,49.589128329606204,42.85955490902002,35.09356522547411,nan,missing,82.12,missing,nan,60.19,nan,66.28,error,70.55
1296,Toby,Golden Retriever,4.0,24.83,,Golden,nan,No,Paris,53,121123,Unknown,-7,198,5,03/12/2022,2024-11-25,Frisbee,unknown,59.041951516796445,,49.0367025755039,44.03411335045648,,79.07110942247644,13.960806637614745,35.39593316441132,32.01855102841015,43.43497917432318,58.43564411610052,,75.13457650466648,,,,,42.34963658608631,17.5566098561752,71.78561701873048,7.06,error,missing,error,46.26,60.19,error,nan,missing,missing
1817,Bella,Pug,5.0,43.46,27.03,Brown,No,No,nan,31,49352,Dry,161,70,14,not_a_date,05-02-2019,Frisbee,None,59.37451640186165,72.61707012586811,,82.44380231072847,90.09716881704276,62.31749135291432,54.65161102927961,48.12465078296054,,69.19212546226746,19.57619408611133,57.873334912052094,36.70004685837317,24.44217900718182,,33.72750264752642,19.570200347647642,45.38005052323935,56.604166350963766,,,49.83,,nan,error,error,error,missing,missing,missing
2927,Bailey,Bulldog,19.0,22.54,39.12,,No,No,Sydney,68,115940,Wet,193,252,10,2021-05-23,not_a_date,Bone,Advanced,,,19.167794909507442,,30.376614315696596,56.919309405044885,,20.623902419631538,,,61.41015305604973,98.58377857358794,,41.472171878855036,53.17917995331352,45.25882651074641,62.393697453124254,51.53533757759301,,47.849853793933555,error,,nan,33.4,,,missing,missing,nan,
6662,Max,Boxer,,35.01kg,unknown,Mixed,nan,Yes,Berlin,38,50829,Wet,-11,60,-2,2021-09-25,24/10/2016,Frisbee,Advanced,65.71558684081268,37.240399702316,31.17033199878318,57.88180949878318,34.5240314719268,45.52944530720724,69.75770668287532,31.57940923461951,50.17639208307243,43.56164448930508,36.60703641880032,76.60749631158711,45.75099946646328,30.705211415269723,,38.45668879796352,28.878928995800074,76.02655642626905,92.37849515067795,,,error,nan,,missing,missing,40.42,missing,15.35,70.55
2765,Buddy,nan,14.0,,14.8,,No,No,London,79,96799,Raw,83,216,-2,07/08/2024,2023-09-20,Bone,None,42.696106952444126,39.008477633215,54.50581745060082,63.55219343752489,63.744507773158176,72.20330603194944,78.30270776916393,60.10864514690135,14.859908613262398,,48.08077379715287,,,57.28187500605022,61.314056250495625,29.274441169129158,,42.842849758183,,41.64234076620204,missing,,82.12,nan,46.26,,,66.28,error,70.55
1915,Lola,Pug,2.0,26.28kg,5.26kg,Golden,Yes,No,Berlin,60,26111,Unknown,22,166,14,24/06/2016,2023-09-22,,None,52.22802934320674,33.77692844533274,,,59.647570436400144,22.12686950439395,45.998339970542176,53.37868271286649,71.99846048774066,26.43223144340081,44.23213997863734,44.56020018095061,,,-3.0132944513434836,42.66905412246438,-6.518169246194098,46.391963394695544,57.89062503766142,39.958470457513926,missing,error,error,33.4,nan,error,error,missing,nan,error
3163,Toby,Beagle,3.0,29.28,41.95kg,,No,No,Berlin,69,81095,Raw,85,61,14,,,Ball,Advanced,,30.732300360084825,,,83.25246943640323,15.95165694049485,48.24751578655979,,52.56539704727883,87.11326957933144,,75.07251428103565,24.05086337173303,,67.94676393672037,74.19317774595831,,10.97385736253333,,26.027188971581616,missing,error,missing,nan,,error,,,,
2361,Max,Boxer,-2.0,,,White,No,No,Karachi,37,92906,nan,19,189,12,2016-09-27,08-29-2022,,nan,3.9703124632283178,61.15326518239088,68.00127774113353,,48.67609656227736,,24.760635066084294,52.64380089976552,,45.00428698931063,37.305538971142006,35.567322138428466,44.019675210630325,52.62906380012625,40.21406257863907,52.576438678803946,35.392717862524876,46.61594965609258,,16.666841062162405,missing,error,82.12,error,46.26,error,,66.28,nan,nan
3016,Buddy,Boxer,11.0,,37.33,,nan,Yes,Sydney,31,147879,Wet,-3,242,unknown,04/08/2023,,Frisbee,Basic,55.82686022307224,24.451774808092168,48.917846016594034,74.66704646959847,76.62294229180281,32.92092000720331,52.924041934623475,26.021006028950744,27.74877545138347,30.09957199751011,49.22134703088981,45.89421734105724,75.50463088561943,63.436925897757064,57.42566184702008,10.16923895909855,63.92087997173181,44.41895388871924,,65.80319797063748,nan,49.83,,missing,,missing,missing,66.28,error,
1658,Luna,Golden Retriever,-1.0,12.9,46.26,,nan,nan,Toronto,60,60289,Unknown,100,254,8,10-19-2022,04/08/2018,None,unknown,20.07103625498206,29.002003875071274,58.37293457869017,81.74724809500269,,62.71738990991392,51.32469288680749,41.9938251253127,34.39727338963081,68.85097583838788,65.14883539045945,57.14544787435599,80.06436674092608,93.16462885241978,26.604476408304933,-10.411131973206736,33.21078544333906,4.146899056914748,67.80375369613036,54.02044584966692,nan,,nan,error,,60.19,,missing,missing,error
6960,Luna,nan,11.0,25.09kg,,Golden,nan,nan,Tokyo,79,55610,nan,114,113,3,2020-01-18,2019-11-11,Bone,unknown,6.478565421877995,,55.50544939227369,63.65394495439486,27.096439828744003,,,22.909618444711644,69.34535609195251,38.74371027179762,,,15.703976070920945,62.59140220090276,47.958264824273364,61.40022644749571,79.03864298827847,68.0986745654717,66.42907529999219,55.37038465436585,7.06,missing,,33.4,missing,error,error,66.28,error,nan
7235,Charlie,Boxer,-2.0,unknown,27.53,Black,Yes,nan,Dubai,66,79701,Mixed,152,26,10,2018-12-05,,Bone,unknown,44.73114201773332,47.06208085437798,,72.87186115435837,62.82156583893977,83.74210004149502,2.5487066370329288,53.75312148356444,48.63325751801452,35.570541820241544,1.4337514531819266,,43.631667090747555,33.814567239242315,31.69636522777481,42.432775802487505,74.04195536522695,25.391856032497625,32.083392655645255,21.201621822165695,,missing,missing,missing,nan,nan,,66.28,15.35,missing
7293,Lucy,Beagle,8.0,31.76,,nan,No,No,Paris,89,48799,Wet,39,161,1,19/02/2024,06/06/2023,nan,nan,21.32195729594263,50.49861798418504,43.12741861567649,31.56423126765336,54.23220945960707,41.20647495425219,72.39628749348267,60.29912990149802,,30.154242448707617,41.3625271605885,69.29715937324163,63.061418955990874,58.31278757699678,,,,,69.40356324046707,66.1190389382434,nan,,82.12,nan,missing,error,error,error,missing,error
1768,Daisy,Mixed,,12.35,5.5,Black,Yes,Yes,New York,43,82124,Raw,6,144,6,11-06-2016,2016-07-15,nan,nan,50.40618617498955,42.257094042822565,40.852719687648396,44.30202364986298,57.564930136703005,,50.34119383598597,30.55851211154392,32.85338285387149,,,62.509987544264575,64.87739133851234,83.21347577542127,56.38277273280864,,42.83240448483549,44.995175607002,74.27120155212694,53.965378775095466,missing,,missing,,nan,nan,,missing,nan,70.55
5156,Bella,nan,15.0,26.12,42.58,nan,nan,nan,Dubai,79,107121,Wet,125,244,14,,2021-04-29,Bone,nan,33.35753664750155,14.595474207985319,,56.15788164644012,29.17543975751999,42.952991133201856,41.346252797096405,48.805898558545984,22.044047915929784,37.59194814466517,64.70359466718145,21.38755099595757,48.78578635632174,88.23225334729518,64.01291529115602,35.945982079929564,41.24215466289422,52.033468471399715,,78.48592124458125,7.06,,,33.4,46.26,nan,error,66.28,error,missing
5707,Daisy,Bulldog,19.0,unknown,unknown,Brown,Yes,No,Lahore,83,96583,Unknown,52,259,9,,2024-01-24,Frisbee,Intermediate,,64.2374711183099,44.9093225168078,40.346056777746234,95.10375568000919,49.450798894458366,62.292163678641,,27.661062732775154,32.35150803628933,43.4144054712645,65.63784876971832,78.03582318528669,,,43.353798150057585,,40.04415670445915,47.9806206307361,38.44787990831065,missing,nan,missing,,missing,error,missing,66.28,,
1151,Milo,Pug,,29.52,23.59,Black,Yes,nan,Tokyo,41,31071,Dry,79,90,2,11-25-2017,31/05/2022,Frisbee,Basic,79.66955719832275,61.56820112157542,7.858918617550437,68.83946365904978,44.43803181024138,40.33576717523118,24.861666500328234,63.653420844595686,41.88823063073689,51.16944545664184,36.781117320737295,41.63848261968628,,48.49092043036966,27.527356266706175,70.74709359324348,46.5844818005253,54.904356061579776,19.25831240714175,5.244020345937187,error,49.83,82.12,33.4,nan,missing,error,error,nan,error
7110,Cooper,Unknown,2.0,39.21,47.8kg,White,No,No,nan,45,88065,Dry,83,57,7,08-07-2017,2023-02-18,Bone,Intermediate,58.31653938158707,49.71742640010829,36.84389884012673,53.23918735567191,59.913247703588155,34.84417972323398,2.6660282985779205,,82.42477453316246,12.01175956229143,37.56412333752675,37.29740565439301,48.09428963276294,66.4422962156047,32.303146000165995,50.6391211710594,28.45877024178327,91.18645713440685,52.7148787902072,76.78859712889188,missing,error,missing,,error,nan,error,66.28,nan,
2466,Bella,nan,2.0,40.93,,Brown,nan,nan,Tokyo,31,56234,Unknown,25,194,-2,2020-06-09,03/04/2021,nan,None,63.35385245594332,,28.143284389210628,64.06897471141161,53.1427511843597,,51.98471364244418,37.439258451786806,,62.14670616122136,,46.733515901672625,42.40764672176998,80.32874134210192,,69.43259637911956,,13.458943258805128,51.97076395756189,29.982470433667267,7.06,error,82.12,missing,error,60.19,missing,66.28,,nan
1295,Milo,Pug,20.0,33.16,6.31,Golden,No,nan,Dubai,70,132084,Raw,0,57,2,,10-31-2016,Rope,nan,49.66218145753723,,54.03688742740734,,50.45960179592027,45.692424932132624,56.46687192533563,6.596437723170837,0.7393280275229941,,,20.430192685097865,,14.796990185198943,66.78067567648539,73.40342812004033,85.13617982007172,64.2543218430599,46.22779922520604,53.64577095018715,error,nan,error,,46.26,,40.42,66.28,missing,missing
7104,Rocky,Boxer,12.0,15.78,34.48,,Yes,nan,Toronto,22,78185,Wet,189,294,0,29/12/2024,2016-01-31,Bone,Advanced,93.0694248711207,,,28.954091009014512,95.07016836882497,,55.47041416769753,,70.78343822168765,35.939542319184156,,71.31872967505006,,86.86363840442276,90.36024496334366,67.4283032376589,55.14895672008515,53.20608633730327,81.081580146162,60.34029106649151,missing,49.83,nan,error,nan,missing,nan,missing,error,
6333,Milo,Bulldog,15.0,14.86,33.4,Golden,nan,nan,Dubai,74,146979,Wet,103,206,2,2017-09-28,not_a_date,Bone,unknown,,53.105886538460574,24.59872058387942,34.15959508670622,23.484712856620952,39.39954350177441,52.57913755679858,,53.868816180076024,60.877955959963465,69.33090970274354,48.39255406135187,23.73673105152419,49.44346188884575,,28.526671598906034,25.344221678721773,,76.26993455701749,76.0187572258384,,error,missing,error,,,nan,nan,error,70.55
2888,Milo,Pug,12.0,25.45,30.58,Brown,nan,No,Berlin,35,88694,Dry,9,160,4,04-04-2019,18/08/2018,Rope,Basic,19.13259504322199,63.765512830811936,77.20674166162358,70.35507660608489,38.933382114960565,69.62936791333618,56.89134714833774,38.238688417637086,61.198071674582046,39.62357674785671,27.15455054665877,57.40972927929847,40.64917513519025,38.5014712531698,85.22438002747734,16.758572458939526,59.032077050191326,,41.65207230864874,53.51893649251804,error,error,82.12,error,nan,error,missing,error,error,error
4604,Luna,Poodle,13.0,16.59,30.64,Black,nan,nan,Karachi,43,48301,Unknown,34,65,7,not_a_date,04-18-2022,Ball,nan,20.32255279913505,37.293845308936454,50.11824575100203,35.55116449248831,27.56430165608638,,17.37135932397465,,58.88542045437763,,50.28333041661166,,,76.78244949628802,25.756393889816817,55.763827451535185,72.26205380630634,,45.18540107906861,43.259394814883876,nan,nan,nan,nan,error,60.19,nan,66.28,15.35,missing
4053,Buddy,Golden Retriever,8.0,22.24,25.09,White,nan,Yes,Toronto,42,100590,nan,115,190,1,10-29-2021,05-06-2021,None,unknown,78.9919943984892,,75.37931548171237,36.32609508484665,,,42.560829623614126,49.85893900042613,46.93185393975441,49.25272193062334,11.148408871140923,,37.77629759914987,64.74871583194698,65.95082282310862,56.268583245190264,38.458954823532835,32.9599071732558,4.560776474222507,56.598573811666675,7.06,,missing,error,,60.19,40.42,66.28,,nan
7346,Milo,Poodle,7.0,,8.26,Golden,Yes,Yes,Toronto,86,43035,Wet,23,157,9,07-02-2016,10/09/2023,None,Advanced,16.52218267216837,38.47869956373636,,48.94891845558751,53.46601321187471,80.92055414205758,,50.85498369004177,33.42093755606065,47.52230605331522,32.21942566773622,38.844469716189366,66.41868861187558,52.486861259865364,,72.57801088248571,26.868954154681578,44.358555586771075,49.40285594676685,,missing,,missing,error,nan,error,missing,,error,
6039,Daisy,Poodle,11.0,42.47,,Black,Yes,nan,Toronto,69,47305,Mixed,-8,295,11,02-14-2023,not_a_date,Bone,nan,52.660996068798916,48.85455211360757,33.119697447922604,,48.40882923431875,,79.72502902360826,55.81125642127168,36.40063863663078,58.50333323546484,58.48931606698845,49.849087474692,,56.382514756499255,71.0431314748883,51.13111314132522,57.294307572663826,65.26703787787514,,59.46191854020894,error,error,missing,nan,missing,error,,66.28,,nan
4751,Milo,German Shepherd,1.0,22.31,11.02kg,,Yes,No,London,19,117901,Raw,14,121,0,,2024-10-31,None,nan,49.09165519603844,27.051300321495248,32.06597019306456,,53.935998676507516,,52.21830599352691,70.66892285278576,73.12649156779071,40.018227070500515,32.1125975389765,,30.12892765328685,,63.21001908228355,17.141654841342785,27.050285883038384,86.03429874179272,64.8384686631216,17.125847010065016,nan,nan,,error,,60.19,error,nan,,error
6152,Charlie,Mixed,18.0,24.37,6.41,Mixed,No,No,Dubai,78,121985,Raw,158,139,12,not_a_date,05-21-2024,Frisbee,Intermediate,39.17753296808793,47.02376926316555,98.85833964698946,37.709604772312275,,39.43713137864668,70.8129570155983,60.3057325444793,67.80838462206351,,44.72743956664864,44.387499401762824,,,41.44844931452281,,55.724036338923874,30.053737955138175,89.67350601500772,40.49125868189759,missing,error,missing,,missing,60.19,missing,nan,nan,error
7035,Bear,Boxer,0.0,,14.85,Black,No,nan,Karachi,73,29042,nan,35,240,1,,2018-09-23,None,Basic,,67.75771083496902,84.84456055050103,48.79543672177107,64.20705688553731,14.230389301202052,67.53565652283802,,36.91938514565254,47.23650642939591,,54.34419988714877,,41.76272618529329,,41.53645062690127,53.83785831026544,61.90806336076688,58.189263683217156,39.54383493863216,missing,nan,nan,error,46.26,nan,missing,nan,missing,nan
